Feature,X_Value,Partial_Effect,CI_Lower,CI_Upper
rho_fixed,9750.90303030303,193.15425759647064,30.82216953941048,355.4863456535308
rho_fixed,9954.729292929294,200.68003110577445,35.947965157795494,365.4120970537534
rho_fixed,10158.555555555557,207.34011512102668,40.53923708773431,374.14099315431906
rho_fixed,10362.381818181819,212.31246227899894,44.85781046022146,379.7671140977764
rho_fixed,10566.208080808083,214.77502521646244,49.32157949668499,380.2284709362399
rho_fixed,10770.034343434345,213.92116397237925,53.99696813196192,373.8453598127966
rho_fixed,10973.860606060607,209.50357669673068,57.389989659728855,361.61716373373247
rho_fixed,11177.68686868687,201.9794346839822,56.282432944396675,347.6764364235677
rho_fixed,11381.513131313131,191.85082876851385,47.405320460697794,336.2963370763299
rho_fixed,11585.339393939395,179.6198497847059,29.158992469008183,330.08070710040363
rho_fixed,11789.165656565658,165.78858856693867,2.772647477730999,328.8045296561463
rho_fixed,11992.99191919192,150.8601183324744,-28.42020275545383,330.14043942040263
rho_fixed,12196.818181818184,135.35291900931765,-61.25340524828417,331.95924326691943
rho_fixed,12400.644444444446,119.79770315712318,-93.65529248977097,333.25069880401736
rho_fixed,12604.470707070708,104.72552029287365,-124.08324783769845,333.5342884234458
rho_fixed,12808.29696969697,90.66741993355241,-151.28237184258683,332.6172117096916
rho_fixed,13012.123232323233,78.15445159614234,-174.16480261435973,330.4737058066444
rho_fixed,13215.949494949497,67.6453009139447,-191.90322576619536,327.1938275940848
rho_fixed,13419.775757575759,58.99879414401686,-204.9148053223629,322.91239361039663
rho_fixed,13623.60202020202,51.777154551812316,-214.1804994610393,317.7348085646639
rho_fixed,13827.428282828285,45.540497397069856,-220.59625103518212,311.6772458293218
rho_fixed,14031.254545454547,39.848937939528284,-224.91812098958815,304.61599686864474
rho_fixed,14235.08080808081,34.26259143892651,-227.7332705440499,296.2584534219029
rho_fixed,14438.907070707071,28.350084958788642,-229.47170752489532,286.1718774424726
rho_fixed,14642.733333333334,21.720678204097993,-230.49553795082443,273.9368943590204
rho_fixed,14846.559595959598,13.995741913153564,-231.07957671494125,259.07106054124836
rho_fixed,15050.38585858586,4.796648902331583,-231.4307108029605,241.02400860762367
rho_fixed,15254.212121212122,-6.255228011991634,-231.76596708730682,219.25551106332352
rho_fixed,15458.038383838386,-19.538283230099356,-232.44880371481943,193.37223725462073
rho_fixed,15661.864646464648,-35.23225966882063,-234.34267543081106,163.8781560931698
rho_fixed,15865.69090909091,-52.9562415686724,-239.00681425964413,133.09433112229934
rho_fixed,16069.517171717172,-72.23110769827224,-247.8791907933018,103.41697539675732
rho_fixed,16273.343434343435,-92.57773682623794,-261.6881351469283,76.53266149445243
rho_fixed,16477.169696969697,-113.51700772118662,-280.0265282740854,52.99251283171219
rho_fixed,16680.99595959596,-134.5689592412812,-301.3758146664966,32.23789618393417
rho_fixed,16884.82222222222,-155.1854429543114,-324.0785216776942,13.707635769071373
rho_fixed,17088.648484848487,-174.70087750790148,-347.121742458933,-2.280012556869991
rho_fixed,17292.47474747475,-192.4380706275454,-369.39740718043663,-15.47873407465417
rho_fixed,17496.30101010101,-207.71983003873848,-389.5435949508665,-25.896065126610438
rho_fixed,17700.127272727274,-219.86896346697532,-406.06928752811734,-33.66863940583332
